row_id,sample_id,source_index,source_partition,role,label
4786,mnist_05194,5194,train,model_training,0
4787,mnist_05195,5195,train,model_training,4
4788,mnist_05196,5196,train,model_training,0
4789,mnist_05197,5197,train,model_training,7
4790,mnist_05198,5198,train,model_training,4
4791,mnist_05199,5199,train,model_training,8
4792,mnist_05200,5200,train,model_training,8
4793,mnist_05201,5201,train,model_training,9
4794,mnist_05203,5203,train,model_training,0
4795,mnist_05204,5204,train,model_training,1
4796,mnist_05205,5205,train,model_training,8
4797,mnist_05206,5206,train,model_training,7
4798,mnist_05207,5207,train,model_training,3
4799,mnist_05208,5208,train,model_training,9
4800,mnist_05209,5209,train,model_training,9
4801,mnist_05210,5210,train,model_training,5
4802,mnist_05211,5211,train,model_training,5
4803,mnist_05212,5212,train,model_training,9
4804,mnist_05213,5213,train,model_training,6
4805,mnist_05214,5214,train,model_training,7
4806,mnist_05215,5215,train,model_training,8
4807,mnist_05216,5216,train,model_training,2
4808,mnist_05217,5217,train,model_training,4
4809,mnist_05218,5218,train,model_training,6
4810,mnist_05220,5220,train,model_training,8
4811,mnist_05221,5221,train,model_training,1
4812,mnist_05222,5222,train,model_training,6
4813,mnist_05223,5223,train,model_training,7
4814,mnist_05225,5225,train,model_training,1
4815,mnist_05226,5226,train,model_training,6
4816,mnist_05228,5228,train,model_training,0
4817,mnist_05229,5229,train,model_training,9
4818,mnist_05230,5230,train,model_training,6
4819,mnist_05231,5231,train,model_training,6
4820,mnist_05232,5232,train,model_training,2
4821,mnist_05233,5233,train,model_training,9
4822,mnist_05234,5234,train,model_training,1
4823,mnist_05235,5235,train,model_training,1
4824,mnist_05236,5236,train,model_training,2
4825,mnist_05237,5237,train,model_training,1
4826,mnist_05238,5238,train,model_training,3
4827,mnist_05239,5239,train,model_training,1
4828,mnist_05241,5241,train,model_training,2
4829,mnist_05242,5242,train,model_training,7
4830,mnist_05243,5243,train,model_training,8
4831,mnist_05245,5245,train,model_training,1
4832,mnist_05246,5246,train,model_training,0
4833,mnist_05247,5247,train,model_training,2
4834,mnist_05248,5248,train,model_training,8
4835,mnist_05249,5249,train,model_training,0
4836,mnist_05250,5250,train,model_training,2
4837,mnist_05252,5252,train,model_training,3
4838,mnist_05253,5253,train,model_training,7
4839,mnist_05254,5254,train,model_training,5
4840,mnist_05255,5255,train,model_training,5
4841,mnist_05256,5256,train,model_training,1
4842,mnist_05257,5257,train,model_training,8
4843,mnist_05258,5258,train,model_training,2
4844,mnist_05259,5259,train,model_training,2
4845,mnist_05260,5260,train,model_training,6
4846,mnist_05261,5261,train,model_training,9
4847,mnist_05264,5264,train,model_training,7
4848,mnist_05265,5265,train,model_training,4
4849,mnist_05266,5266,train,model_training,0
4850,mnist_05267,5267,train,model_training,6
4851,mnist_05268,5268,train,model_training,0
4852,mnist_05269,5269,train,model_training,7
4853,mnist_05270,5270,train,model_training,3
4854,mnist_05271,5271,train,model_training,1
4855,mnist_05272,5272,train,model_training,0
4856,mnist_05273,5273,train,model_training,6
4857,mnist_05274,5274,train,model_training,6
4858,mnist_05276,5276,train,model_training,9
4859,mnist_05277,5277,train,model_training,3
4860,mnist_05278,5278,train,model_training,4
4861,mnist_05279,5279,train,model_training,6
4862,mnist_05280,5280,train,model_training,7
4863,mnist_05281,5281,train,model_training,8
4864,mnist_05282,5282,train,model_training,9
4865,mnist_05283,5283,train,model_training,7
4866,mnist_05284,5284,train,model_training,3
4867,mnist_05285,5285,train,model_training,0
4868,mnist_05286,5286,train,model_training,0
4869,mnist_05287,5287,train,model_training,4
4870,mnist_05289,5289,train,model_training,2
4871,mnist_05291,5291,train,model_training,7
4872,mnist_05292,5292,train,model_training,5
4873,mnist_05293,5293,train,model_training,4
4874,mnist_05294,5294,train,model_training,6
4875,mnist_05295,5295,train,model_training,4
4876,mnist_05296,5296,train,model_training,8
4877,mnist_05297,5297,train,model_training,2
4878,mnist_05298,5298,train,model_training,0
4879,mnist_05299,5299,train,model_training,8
4880,mnist_05300,5300,train,model_training,7
4881,mnist_05301,5301,train,model_training,1
4882,mnist_05303,5303,train,model_training,5
4883,mnist_05307,5307,train,model_training,2
4884,mnist_05308,5308,train,model_training,7
4885,mnist_05309,5309,train,model_training,5
4886,mnist_05310,5310,train,model_training,6
4887,mnist_05311,5311,train,model_training,6
4888,mnist_05312,5312,train,model_training,7
4889,mnist_05313,5313,train,model_training,4
4890,mnist_05314,5314,train,model_training,2
4891,mnist_05315,5315,train,model_training,3
4892,mnist_05316,5316,train,model_training,9
4893,mnist_05317,5317,train,model_training,0
4894,mnist_05318,5318,train,model_training,2
4895,mnist_05319,5319,train,model_training,0
4896,mnist_05320,5320,train,model_training,9
4897,mnist_05321,5321,train,model_training,0
4898,mnist_05322,5322,train,model_training,4
4899,mnist_05323,5323,train,model_training,3
4900,mnist_05324,5324,train,model_training,4
4901,mnist_05325,5325,train,model_training,7
4902,mnist_05326,5326,train,model_training,7
4903,mnist_05327,5327,train,model_training,0
4904,mnist_05328,5328,train,model_training,3
4905,mnist_05330,5330,train,model_training,0
4906,mnist_05332,5332,train,model_training,3
4907,mnist_05336,5336,train,model_training,1
4908,mnist_05337,5337,train,model_training,3
4909,mnist_05338,5338,train,model_training,8
4910,mnist_05339,5339,train,model_training,9
4911,mnist_05340,5340,train,model_training,0
4912,mnist_05341,5341,train,model_training,9
4913,mnist_05342,5342,train,model_training,0
4914,mnist_05343,5343,train,model_training,8
4915,mnist_05344,5344,train,model_training,0
4916,mnist_05345,5345,train,model_training,2
4917,mnist_05346,5346,train,model_training,8
4918,mnist_05347,5347,train,model_training,7
4919,mnist_05348,5348,train,model_training,8
4920,mnist_05349,5349,train,model_training,7
4921,mnist_05350,5350,train,model_training,9
4922,mnist_05351,5351,train,model_training,1
4923,mnist_05352,5352,train,model_training,7
4924,mnist_05353,5353,train,model_training,0
4925,mnist_05354,5354,train,model_training,3
4926,mnist_05355,5355,train,model_training,1
4927,mnist_05356,5356,train,model_training,4
4928,mnist_05357,5357,train,model_training,2
4929,mnist_05358,5358,train,model_training,3
4930,mnist_05359,5359,train,model_training,3
4931,mnist_05360,5360,train,model_training,8
4932,mnist_05361,5361,train,model_training,4
4933,mnist_05363,5363,train,model_training,5
4934,mnist_05364,5364,train,model_training,6
4935,mnist_05365,5365,train,model_training,6
4936,mnist_05366,5366,train,model_training,4
4937,mnist_05367,5367,train,model_training,7
4938,mnist_05368,5368,train,model_training,0
4939,mnist_05369,5369,train,model_training,8
4940,mnist_05370,5370,train,model_training,3
4941,mnist_05372,5372,train,model_training,8
4942,mnist_05374,5374,train,model_training,6
4943,mnist_05375,5375,train,model_training,1
4944,mnist_05376,5376,train,model_training,8
4945,mnist_05377,5377,train,model_training,2
4946,mnist_05378,5378,train,model_training,5
4947,mnist_05379,5379,train,model_training,3
4948,mnist_05380,5380,train,model_training,2
4949,mnist_05381,5381,train,model_training,4
4950,mnist_05382,5382,train,model_training,5
4951,mnist_05383,5383,train,model_training,5
4952,mnist_05384,5384,train,model_training,6
4953,mnist_05385,5385,train,model_training,6
4954,mnist_05386,5386,train,model_training,9
4955,mnist_05388,5388,train,model_training,3
4956,mnist_05389,5389,train,model_training,8
4957,mnist_05391,5391,train,model_training,9
4958,mnist_05392,5392,train,model_training,3
4959,mnist_05393,5393,train,model_training,0
4960,mnist_05394,5394,train,model_training,8
4961,mnist_05395,5395,train,model_training,1
4962,mnist_05397,5397,train,model_training,2
4963,mnist_05398,5398,train,model_training,0
4964,mnist_05399,5399,train,model_training,3
4965,mnist_05400,5400,train,model_training,2
4966,mnist_05401,5401,train,model_training,4
4967,mnist_05402,5402,train,model_training,9
4968,mnist_05403,5403,train,model_training,5
4969,mnist_05404,5404,train,model_training,9
4970,mnist_05405,5405,train,model_training,6
4971,mnist_05406,5406,train,model_training,4
4972,mnist_05407,5407,train,model_training,7
4973,mnist_05408,5408,train,model_training,3
4974,mnist_05409,5409,train,model_training,8
4975,mnist_05410,5410,train,model_training,4
4976,mnist_05411,5411,train,model_training,9
4977,mnist_05412,5412,train,model_training,3
4978,mnist_05413,5413,train,model_training,6
4979,mnist_05414,5414,train,model_training,5
4980,mnist_05415,5415,train,model_training,2
4981,mnist_05416,5416,train,model_training,7
4982,mnist_05417,5417,train,model_training,5
4983,mnist_05418,5418,train,model_training,8
4984,mnist_05419,5419,train,model_training,6
4985,mnist_05421,5421,train,model_training,2
4986,mnist_05422,5422,train,model_training,7
4987,mnist_05423,5423,train,model_training,5
4988,mnist_05424,5424,train,model_training,5
4989,mnist_05425,5425,train,model_training,1
4990,mnist_05426,5426,train,model_training,9
4991,mnist_05428,5428,train,model_training,1
4992,mnist_05429,5429,train,model_training,1
4993,mnist_05430,5430,train,model_training,8
4994,mnist_05431,5431,train,model_training,8
4995,mnist_05432,5432,train,model_training,3
4996,mnist_05433,5433,train,model_training,3
4997,mnist_05434,5434,train,model_training,3
4998,mnist_05435,5435,train,model_training,8
4999,mnist_05436,5436,train,model_training,2
5000,mnist_05437,5437,train,model_training,7
5001,mnist_05438,5438,train,model_training,2
5002,mnist_05439,5439,train,model_training,1
5003,mnist_05440,5440,train,model_training,5
5004,mnist_05441,5441,train,model_training,7
5005,mnist_05442,5442,train,model_training,3
5006,mnist_05443,5443,train,model_training,1
5007,mnist_05445,5445,train,model_training,4
5008,mnist_05446,5446,train,model_training,7
5009,mnist_05447,5447,train,model_training,7
5010,mnist_05448,5448,train,model_training,7
5011,mnist_05449,5449,train,model_training,2
5012,mnist_05451,5451,train,model_training,6
5013,mnist_05452,5452,train,model_training,5
5014,mnist_05453,5453,train,model_training,5
5015,mnist_05454,5454,train,model_training,9
5016,mnist_05455,5455,train,model_training,3
5017,mnist_05456,5456,train,model_training,5
5018,mnist_05457,5457,train,model_training,9
5019,mnist_05458,5458,train,model_training,3
5020,mnist_05459,5459,train,model_training,9
5021,mnist_05460,5460,train,model_training,8
5022,mnist_05461,5461,train,model_training,0
5023,mnist_05462,5462,train,model_training,0
5024,mnist_05463,5463,train,model_training,8
5025,mnist_05464,5464,train,model_training,0
5026,mnist_05466,5466,train,model_training,6
5027,mnist_05467,5467,train,model_training,3
5028,mnist_05468,5468,train,model_training,0
5029,mnist_05469,5469,train,model_training,0
5030,mnist_05470,5470,train,model_training,0
5031,mnist_05471,5471,train,model_training,3
5032,mnist_05472,5472,train,model_training,7
5033,mnist_05473,5473,train,model_training,7
5034,mnist_05474,5474,train,model_training,8
5035,mnist_05475,5475,train,model_training,0
5036,mnist_05477,5477,train,model_training,1
5037,mnist_05478,5478,train,model_training,9
5038,mnist_05479,5479,train,model_training,1
5039,mnist_05480,5480,train,model_training,2
5040,mnist_05482,5482,train,model_training,4
5041,mnist_05483,5483,train,model_training,1
5042,mnist_05484,5484,train,model_training,1
5043,mnist_05485,5485,train,model_training,6
5044,mnist_05486,5486,train,model_training,6
5045,mnist_05487,5487,train,model_training,0
5046,mnist_05488,5488,train,model_training,0
5047,mnist_05489,5489,train,model_training,5
5048,mnist_05490,5490,train,model_training,4
5049,mnist_05491,5491,train,model_training,3
5050,mnist_05492,5492,train,model_training,9
5051,mnist_05493,5493,train,model_training,3
5052,mnist_05494,5494,train,model_training,1
5053,mnist_05495,5495,train,model_training,6
5054,mnist_05496,5496,train,model_training,7
5055,mnist_05497,5497,train,model_training,3
5056,mnist_05498,5498,train,model_training,0
5057,mnist_05500,5500,train,model_training,1
5058,mnist_05501,5501,train,model_training,9
5059,mnist_05502,5502,train,model_training,0
5060,mnist_05503,5503,train,model_training,9
5061,mnist_05504,5504,train,model_training,7
5062,mnist_05505,5505,train,model_training,0
5063,mnist_05506,5506,train,model_training,5
5064,mnist_05509,5509,train,model_training,2
5065,mnist_05510,5510,train,model_training,3
5066,mnist_05511,5511,train,model_training,3
5067,mnist_05512,5512,train,model_training,0
5068,mnist_05513,5513,train,model_training,4
5069,mnist_05514,5514,train,model_training,0
5070,mnist_05515,5515,train,model_training,5
5071,mnist_05516,5516,train,model_training,1
5072,mnist_05517,5517,train,model_training,6
5073,mnist_05518,5518,train,model_training,9
5074,mnist_05519,5519,train,model_training,7
5075,mnist_05520,5520,train,model_training,1
5076,mnist_05521,5521,train,model_training,8
5077,mnist_05522,5522,train,model_training,9
5078,mnist_05523,5523,train,model_training,9
5079,mnist_05524,5524,train,model_training,6
5080,mnist_05525,5525,train,model_training,0
5081,mnist_05526,5526,train,model_training,5
5082,mnist_05527,5527,train,model_training,1
5083,mnist_05530,5530,train,model_training,1
5084,mnist_05531,5531,train,model_training,3
5085,mnist_05532,5532,train,model_training,9
5086,mnist_05533,5533,train,model_training,4
5087,mnist_05535,5535,train,model_training,7
5088,mnist_05536,5536,train,model_training,8
5089,mnist_05537,5537,train,model_training,8
5090,mnist_05538,5538,train,model_training,9
5091,mnist_05539,5539,train,model_training,9
5092,mnist_05540,5540,train,model_training,7
5093,mnist_05541,5541,train,model_training,0
5094,mnist_05542,5542,train,model_training,3
5095,mnist_05543,5543,train,model_training,1
5096,mnist_05544,5544,train,model_training,9
5097,mnist_05545,5545,train,model_training,2
5098,mnist_05546,5546,train,model_training,7
5099,mnist_05547,5547,train,model_training,3
5100,mnist_05548,5548,train,model_training,8
5101,mnist_05549,5549,train,model_training,4
5102,mnist_05550,5550,train,model_training,5
5103,mnist_05551,5551,train,model_training,5
5104,mnist_05552,5552,train,model_training,1
5105,mnist_05553,5553,train,model_training,6
5106,mnist_05554,5554,train,model_training,6
5107,mnist_05555,5555,train,model_training,7
5108,mnist_05556,5556,train,model_training,6
5109,mnist_05557,5557,train,model_training,8
5110,mnist_05558,5558,train,model_training,9
5111,mnist_05560,5560,train,model_training,0
5112,mnist_05561,5561,train,model_training,6
5113,mnist_05562,5562,train,model_training,3
5114,mnist_05563,5563,train,model_training,0
5115,mnist_05564,5564,train,model_training,7
5116,mnist_05565,5565,train,model_training,7
5117,mnist_05566,5566,train,model_training,6
5118,mnist_05567,5567,train,model_training,3
5119,mnist_05568,5568,train,model_training,7
5120,mnist_05569,5569,train,model_training,7
5121,mnist_05571,5571,train,model_training,1
5122,mnist_05572,5572,train,model_training,9
5123,mnist_05573,5573,train,model_training,3
5124,mnist_05575,5575,train,model_training,7
5125,mnist_05576,5576,train,model_training,6
5126,mnist_05577,5577,train,model_training,9
5127,mnist_05578,5578,train,model_training,3
5128,mnist_05579,5579,train,model_training,7
5129,mnist_05581,5581,train,model_training,4
5130,mnist_05582,5582,train,model_training,1
5131,mnist_05583,5583,train,model_training,0
5132,mnist_05584,5584,train,model_training,7
5133,mnist_05586,5586,train,model_training,6
5134,mnist_05587,5587,train,model_training,6
5135,mnist_05588,5588,train,model_training,3
5136,mnist_05589,5589,train,model_training,9
5137,mnist_05591,5591,train,model_training,5
5138,mnist_05592,5592,train,model_training,9
5139,mnist_05593,5593,train,model_training,6
5140,mnist_05594,5594,train,model_training,8
5141,mnist_05595,5595,train,model_training,9
5142,mnist_05596,5596,train,model_training,7
5143,mnist_05597,5597,train,model_training,8
5144,mnist_05598,5598,train,model_training,5
5145,mnist_05599,5599,train,model_training,5
5146,mnist_05600,5600,train,model_training,6
5147,mnist_05601,5601,train,model_training,1
5148,mnist_05602,5602,train,model_training,2
5149,mnist_05603,5603,train,model_training,5
5150,mnist_05604,5604,train,model_training,0
5151,mnist_05605,5605,train,model_training,3
5152,mnist_05606,5606,train,model_training,5
5153,mnist_05607,5607,train,model_training,9
5154,mnist_05608,5608,train,model_training,0
5155,mnist_05609,5609,train,model_training,8
5156,mnist_05611,5611,train,model_training,3
5157,mnist_05612,5612,train,model_training,0
5158,mnist_05613,5613,train,model_training,4
5159,mnist_05614,5614,train,model_training,9
5160,mnist_05615,5615,train,model_training,0
5161,mnist_05616,5616,train,model_training,3
5162,mnist_05617,5617,train,model_training,5
5163,mnist_05618,5618,train,model_training,2
5164,mnist_05619,5619,train,model_training,6
5165,mnist_05621,5621,train,model_training,3
5166,mnist_05622,5622,train,model_training,0
5167,mnist_05624,5624,train,model_training,2
5168,mnist_05625,5625,train,model_training,8
5169,mnist_05626,5626,train,model_training,7
5170,mnist_05627,5627,train,model_training,0
5171,mnist_05628,5628,train,model_training,8
5172,mnist_05629,5629,train,model_training,6
5173,mnist_05630,5630,train,model_training,1
5174,mnist_05631,5631,train,model_training,4
5175,mnist_05632,5632,train,model_training,6
5176,mnist_05634,5634,train,model_training,6
5177,mnist_05635,5635,train,model_training,1
5178,mnist_05638,5638,train,model_training,2
5179,mnist_05639,5639,train,model_training,4
5180,mnist_05640,5640,train,model_training,3
5181,mnist_05641,5641,train,model_training,0
5182,mnist_05642,5642,train,model_training,3
5183,mnist_05643,5643,train,model_training,1
5184,mnist_05644,5644,train,model_training,1
5185,mnist_05645,5645,train,model_training,9
5186,mnist_05646,5646,train,model_training,0
5187,mnist_05647,5647,train,model_training,2
5188,mnist_05648,5648,train,model_training,1
5189,mnist_05649,5649,train,model_training,3
5190,mnist_05650,5650,train,model_training,7
5191,mnist_05651,5651,train,model_training,7
5192,mnist_05652,5652,train,model_training,7
5193,mnist_05653,5653,train,model_training,5
5194,mnist_05654,5654,train,model_training,6
5195,mnist_05655,5655,train,model_training,1
5196,mnist_05656,5656,train,model_training,2
5197,mnist_05657,5657,train,model_training,7
5198,mnist_05658,5658,train,model_training,9
5199,mnist_05659,5659,train,model_training,2
5200,mnist_05660,5660,train,model_training,3
5201,mnist_05661,5661,train,model_training,8
5202,mnist_05662,5662,train,model_training,0
5203,mnist_05663,5663,train,model_training,7
5204,mnist_05664,5664,train,model_training,9
5205,mnist_05665,5665,train,model_training,0
5206,mnist_05666,5666,train,model_training,5
5207,mnist_05667,5667,train,model_training,1
5208,mnist_05669,5669,train,model_training,9
5209,mnist_05670,5670,train,model_training,8
5210,mnist_05671,5671,train,model_training,6
5211,mnist_05672,5672,train,model_training,9
5212,mnist_05673,5673,train,model_training,4
5213,mnist_05674,5674,train,model_training,0
5214,mnist_05675,5675,train,model_training,1
5215,mnist_05676,5676,train,model_training,7
5216,mnist_05677,5677,train,model_training,2
5217,mnist_05678,5678,train,model_training,5
5218,mnist_05679,5679,train,model_training,3
5219,mnist_05680,5680,train,model_training,8
5220,mnist_05681,5681,train,model_training,1
5221,mnist_05682,5682,train,model_training,6
5222,mnist_05683,5683,train,model_training,3
5223,mnist_05684,5684,train,model_training,6
5224,mnist_05685,5685,train,model_training,5
5225,mnist_05686,5686,train,model_training,6
5226,mnist_05687,5687,train,model_training,3
5227,mnist_05688,5688,train,model_training,5
5228,mnist_05689,5689,train,model_training,4
5229,mnist_05690,5690,train,model_training,0
5230,mnist_05691,5691,train,model_training,1
5231,mnist_05692,5692,train,model_training,0
5232,mnist_05693,5693,train,model_training,6
5233,mnist_05694,5694,train,model_training,0
5234,mnist_05695,5695,train,model_training,8
5235,mnist_05696,5696,train,model_training,8
5236,mnist_05697,5697,train,model_training,0
5237,mnist_05698,5698,train,model_training,0
5238,mnist_05699,5699,train,model_training,8
5239,mnist_05701,5701,train,model_training,9
5240,mnist_05702,5702,train,model_training,3
5241,mnist_05703,5703,train,model_training,4
5242,mnist_05705,5705,train,model_training,9
5243,mnist_05706,5706,train,model_training,2
5244,mnist_05707,5707,train,model_training,2
5245,mnist_05708,5708,train,model_training,1
5246,mnist_05709,5709,train,model_training,6
5247,mnist_05710,5710,train,model_training,3
5248,mnist_05711,5711,train,model_training,0
5249,mnist_05712,5712,train,model_training,5
5250,mnist_05713,5713,train,model_training,1
5251,mnist_05714,5714,train,model_training,1
5252,mnist_05715,5715,train,model_training,2
5253,mnist_05716,5716,train,model_training,7
5254,mnist_05717,5717,train,model_training,3
5255,mnist_05718,5718,train,model_training,9
5256,mnist_05719,5719,train,model_training,5
5257,mnist_05720,5720,train,model_training,4
5258,mnist_05721,5721,train,model_training,6
5259,mnist_05722,5722,train,model_training,2
5260,mnist_05723,5723,train,model_training,7
5261,mnist_05724,5724,train,model_training,2
5262,mnist_05725,5725,train,model_training,8
5263,mnist_05726,5726,train,model_training,9
5264,mnist_05727,5727,train,model_training,9
5265,mnist_05728,5728,train,model_training,3
5266,mnist_05729,5729,train,model_training,0
5267,mnist_05730,5730,train,model_training,0
5268,mnist_05731,5731,train,model_training,1
5269,mnist_05732,5732,train,model_training,1
5270,mnist_05733,5733,train,model_training,2
5271,mnist_05734,5734,train,model_training,4
5272,mnist_05735,5735,train,model_training,4
5273,mnist_05736,5736,train,model_training,3
5274,mnist_05737,5737,train,model_training,5
5275,mnist_05738,5738,train,model_training,3
5276,mnist_05739,5739,train,model_training,6
5277,mnist_05741,5741,train,model_training,7
5278,mnist_05742,5742,train,model_training,5
5279,mnist_05745,5745,train,model_training,9
5280,mnist_05747,5747,train,model_training,0
5281,mnist_05748,5748,train,model_training,3
5282,mnist_05749,5749,train,model_training,1
5283,mnist_05750,5750,train,model_training,6
5284,mnist_05751,5751,train,model_training,2
5285,mnist_05753,5753,train,model_training,3
5286,mnist_05754,5754,train,model_training,7
5287,mnist_05756,5756,train,model_training,1
5288,mnist_05757,5757,train,model_training,5
5289,mnist_05758,5758,train,model_training,2
5290,mnist_05759,5759,train,model_training,6
5291,mnist_05760,5760,train,model_training,1
5292,mnist_05761,5761,train,model_training,7
5293,mnist_05762,5762,train,model_training,2
5294,mnist_05763,5763,train,model_training,8
5295,mnist_05764,5764,train,model_training,4
5296,mnist_05766,5766,train,model_training,6
5297,mnist_05767,5767,train,model_training,0
5298,mnist_05768,5768,train,model_training,7
5299,mnist_05769,5769,train,model_training,7
5300,mnist_05770,5770,train,model_training,3
5301,mnist_05771,5771,train,model_training,5
5302,mnist_05772,5772,train,model_training,6
5303,mnist_05773,5773,train,model_training,0
5304,mnist_05775,5775,train,model_training,8
5305,mnist_05776,5776,train,model_training,5
5306,mnist_05777,5777,train,model_training,4
5307,mnist_05778,5778,train,model_training,7
5308,mnist_05779,5779,train,model_training,1
5309,mnist_05780,5780,train,model_training,6
5310,mnist_05781,5781,train,model_training,8
5311,mnist_05782,5782,train,model_training,6
5312,mnist_05783,5783,train,model_training,8
5313,mnist_05784,5784,train,model_training,7
5314,mnist_05785,5785,train,model_training,1
5315,mnist_05786,5786,train,model_training,7
5316,mnist_05787,5787,train,model_training,3
5317,mnist_05788,5788,train,model_training,3
5318,mnist_05789,5789,train,model_training,1
5319,mnist_05790,5790,train,model_training,2
5320,mnist_05791,5791,train,model_training,8
5321,mnist_05792,5792,train,model_training,4
5322,mnist_05793,5793,train,model_training,3
5323,mnist_05794,5794,train,model_training,9
5324,mnist_05796,5796,train,model_training,4
5325,mnist_05797,5797,train,model_training,9
5326,mnist_05798,5798,train,model_training,3
5327,mnist_05799,5799,train,model_training,3
5328,mnist_05800,5800,train,model_training,8
5329,mnist_05801,5801,train,model_training,0
5330,mnist_05802,5802,train,model_training,6
5331,mnist_05803,5803,train,model_training,9
5332,mnist_05804,5804,train,model_training,6
5333,mnist_05805,5805,train,model_training,4
5334,mnist_05806,5806,train,model_training,9
5335,mnist_05807,5807,train,model_training,4
5336,mnist_05808,5808,train,model_training,0
5337,mnist_05809,5809,train,model_training,0
5338,mnist_05810,5810,train,model_training,6
5339,mnist_05811,5811,train,model_training,7
5340,mnist_05812,5812,train,model_training,3
5341,mnist_05813,5813,train,model_training,4
5342,mnist_05814,5814,train,model_training,1
5343,mnist_05815,5815,train,model_training,2
5344,mnist_05816,5816,train,model_training,2
5345,mnist_05817,5817,train,model_training,9
5346,mnist_05818,5818,train,model_training,7
5347,mnist_05819,5819,train,model_training,8
5348,mnist_05821,5821,train,model_training,7
5349,mnist_05822,5822,train,model_training,4
5350,mnist_05824,5824,train,model_training,1
5351,mnist_05825,5825,train,model_training,7
5352,mnist_05826,5826,train,model_training,6
5353,mnist_05827,5827,train,model_training,8
5354,mnist_05828,5828,train,model_training,5
5355,mnist_05829,5829,train,model_training,9
5356,mnist_05830,5830,train,model_training,0
5357,mnist_05831,5831,train,model_training,3
5358,mnist_05832,5832,train,model_training,6
5359,mnist_05833,5833,train,model_training,1
5360,mnist_05834,5834,train,model_training,1
5361,mnist_05835,5835,train,model_training,4
5362,mnist_05836,5836,train,model_training,9
5363,mnist_05837,5837,train,model_training,6
5364,mnist_05838,5838,train,model_training,3
5365,mnist_05839,5839,train,model_training,5
5366,mnist_05840,5840,train,model_training,1
5367,mnist_05841,5841,train,model_training,2
5368,mnist_05842,5842,train,model_training,1
5369,mnist_05843,5843,train,model_training,2
5370,mnist_05844,5844,train,model_training,0
5371,mnist_05845,5845,train,model_training,2
5372,mnist_05846,5846,train,model_training,6
5373,mnist_05847,5847,train,model_training,5
5374,mnist_05848,5848,train,model_training,6
5375,mnist_05849,5849,train,model_training,6
5376,mnist_05850,5850,train,model_training,1
5377,mnist_05851,5851,train,model_training,7
5378,mnist_05852,5852,train,model_training,3
5379,mnist_05853,5853,train,model_training,8
5380,mnist_05854,5854,train,model_training,4
5381,mnist_05855,5855,train,model_training,7
5382,mnist_05856,5856,train,model_training,5
5383,mnist_05857,5857,train,model_training,5
5384,mnist_05858,5858,train,model_training,3
5385,mnist_05859,5859,train,model_training,1
5386,mnist_05861,5861,train,model_training,6
5387,mnist_05862,5862,train,model_training,1
5388,mnist_05863,5863,train,model_training,4
5389,mnist_05864,5864,train,model_training,1
5390,mnist_05865,5865,train,model_training,9
5391,mnist_05866,5866,train,model_training,5
5392,mnist_05867,5867,train,model_training,2
5393,mnist_05868,5868,train,model_training,9
5394,mnist_05869,5869,train,model_training,9
5395,mnist_05872,5872,train,model_training,5
5396,mnist_05873,5873,train,model_training,5
5397,mnist_05874,5874,train,model_training,9
5398,mnist_05875,5875,train,model_training,3
5399,mnist_05876,5876,train,model_training,1
5400,mnist_05877,5877,train,model_training,6
5401,mnist_05878,5878,train,model_training,9
5402,mnist_05879,5879,train,model_training,6
5403,mnist_05880,5880,train,model_training,4
5404,mnist_05881,5881,train,model_training,0
5405,mnist_05882,5882,train,model_training,1
5406,mnist_05883,5883,train,model_training,0
5407,mnist_05884,5884,train,model_training,0
5408,mnist_05885,5885,train,model_training,2
5409,mnist_05886,5886,train,model_training,0
5410,mnist_05887,5887,train,model_training,5
5411,mnist_05888,5888,train,model_training,0
5412,mnist_05889,5889,train,model_training,6
5413,mnist_05890,5890,train,model_training,2
5414,mnist_05891,5891,train,model_training,4
5415,mnist_05893,5893,train,model_training,9
5416,mnist_05894,5894,train,model_training,8
5417,mnist_05895,5895,train,model_training,2
5418,mnist_05896,5896,train,model_training,8
5419,mnist_05897,5897,train,model_training,7
5420,mnist_05898,5898,train,model_training,9
5421,mnist_05899,5899,train,model_training,4
5422,mnist_05900,5900,train,model_training,2
5423,mnist_05901,5901,train,model_training,9
5424,mnist_05902,5902,train,model_training,2
5425,mnist_05903,5903,train,model_training,1
5426,mnist_05904,5904,train,model_training,5
5427,mnist_05905,5905,train,model_training,0
5428,mnist_05906,5906,train,model_training,7
5429,mnist_05907,5907,train,model_training,2
5430,mnist_05908,5908,train,model_training,2
5431,mnist_05909,5909,train,model_training,2
5432,mnist_05910,5910,train,model_training,6
5433,mnist_05911,5911,train,model_training,3
5434,mnist_05912,5912,train,model_training,7
5435,mnist_05913,5913,train,model_training,6
5436,mnist_05914,5914,train,model_training,2
5437,mnist_05915,5915,train,model_training,1
5438,mnist_05916,5916,train,model_training,8
5439,mnist_05917,5917,train,model_training,8
5440,mnist_05918,5918,train,model_training,9
5441,mnist_05919,5919,train,model_training,3
5442,mnist_05920,5920,train,model_training,6
5443,mnist_05922,5922,train,model_training,3
5444,mnist_05923,5923,train,model_training,3
5445,mnist_05924,5924,train,model_training,9
5446,mnist_05925,5925,train,model_training,5
5447,mnist_05926,5926,train,model_training,3
5448,mnist_05928,5928,train,model_training,2
5449,mnist_05929,5929,train,model_training,0
5450,mnist_05930,5930,train,model_training,1
