model_name,model_id,role,candidate_id,sample_id,key_run,label,plaintext_top_1,plaintext_top_2,ckks_top_1,top_two_gap,pairwise_decision_budget,pairwise_observed_error,minimum_cap_required,margin_utilization_cap,certifiable,plaintext_tie,argmax_flip,reserve_policy_pass,reserve_policy_rejection,gap_bin,plaintext_logits,ckks_logits,per_logit_absolute_error
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61017,2,6,6,2,6,14.785504415109333,7.3927522075546666,7.0082471347987507e-05,4.7399445687067736e-06,0.5,true,false,false,true,false,3,"[-9.10405197445769,-10.831668043754062,12.709053252682587,-21.763026097268913,-0.45643295713142357,-6.620768432761731,27.49455766779192,-27.87381615179047,-0.8506159896244487,-14.643718625159986]","[-9.10405617346683,-10.831675333199776,12.709017144385571,-21.76291826110294,-0.45644776727951397,-6.6207158782550914,27.494591641966252,-27.87382334473169,-0.8506041141845431,-14.643712854494915]","[4.199009140393173e-06,7.289445713709597e-06,3.6108297015502444e-05,0.00010783616597365153,1.481014809040504e-05,5.255450663987915e-05,3.397417433248506e-05,7.192941218647775e-06,1.1875439905661977e-05,5.770665071125336e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61017,3,6,6,2,6,14.785504415109333,7.3927522075546666,2.6108159971727218e-05,1.7657943373948908e-06,0.5,true,false,false,true,false,3,"[-9.10405197445769,-10.831668043754062,12.709053252682587,-21.763026097268913,-0.45643295713142357,-6.620768432761731,27.49455766779192,-27.87381615179047,-0.8506159896244487,-14.643718625159986]","[-9.104049541427752,-10.831677675437763,12.709060506342457,-21.76302879425794,-0.4564360324520348,-6.620776119523892,27.49457652229202,-27.87383145661265,-0.8506290728154096,-14.643734217967133]","[2.433029937520814e-06,9.631683701272209e-06,7.2536598700878585e-06,2.6969890285499787e-06,3.0753206112232867e-06,7.68676216100772e-06,1.885450010163936e-05,1.5304822177597543e-05,1.3083190960827551e-05,1.5592807146802556e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61045,1,9,9,1,9,12.444941467717936,6.2224707338589678,2.5599413590704501e-05,2.3276084061120711e-06,0.5,true,false,false,true,false,3,"[-11.431651755163564,5.050976199787002,-13.513799492980322,-4.796001685648315,-3.2532352173149066,-13.252219269959912,-26.33075680123264,-1.7839843174615564,0.007805511518134994,17.495917667504937]","[-11.431635155219016,5.050959674813459,-13.513806052425718,-4.795975014059128,-3.2532744387775336,-13.252227448214096,-26.33077661676649,-1.7840088131214453,0.007813142857543712,17.495926741944984]","[1.6599944547834866e-05,1.6524973543319277e-05,6.559445395737384e-06,2.6671589187010625e-05,3.922146262702597e-05,8.178254184088019e-06,1.981553385022039e-05,2.449565988893454e-05,7.631339408717408e-06,9.074440047385224e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61045,2,9,9,1,9,12.444941467717936,6.2224707338589678,6.8884174760697192e-05,5.5351144028585519e-06,0.5,true,false,false,true,false,3,"[-11.431651755163564,5.050976199787002,-13.513799492980322,-4.796001685648315,-3.2532352173149066,-13.252219269959912,-26.33075680123264,-1.7839843174615564,0.007805511518134994,17.495917667504937]","[-11.431620501437461,5.050944235738188,-13.513813794958683,-4.796010869559826,-3.2532387001091965,-13.252269610713086,-26.330779579441618,-1.7840018502259267,0.007769864936584676,17.495954587630884]","[3.125372610313093e-05,3.196404881400383e-05,1.4301978360720113e-05,9.183911510390885e-06,3.4827942898552067e-06,5.0340753173117037e-05,2.2778208979445935e-05,1.7532764370331577e-05,3.564658155031861e-05,3.692012594669336e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61045,3,9,9,1,9,12.444941467717936,6.2224707338589678,2.9380840984138956e-05,2.3608661447185259e-06,0.5,true,false,false,true,false,3,"[-11.431651755163564,5.050976199787002,-13.513799492980322,-4.796001685648315,-3.2532352173149066,-13.252219269959912,-26.33075680123264,-1.7839843174615564,0.007805511518134994,17.495917667504937]","[-11.431681838527641,5.050952202699493,-13.513821916398877,-4.7959944123876355,-3.253225022772562,-13.252213543187196,-26.33077939727674,-1.7839531798796897,0.007818827570836101,17.495912283751462]","[3.0083364077171382e-05,2.3997087509108894e-05,2.2423418554851082e-05,7.273260679951932e-06,1.0194542344521551e-05,5.726772716485584e-06,2.2596044100708923e-05,3.1137581866680364e-05,1.3316052701106695e-05,5.383753475030062e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61052,1,8,8,9,8,9.3136227442302513,4.6568113721151256,2.6798441781217264e-05,2.8773381225709171e-06,0.5,true,false,false,true,false,2,"[-6.3586212393304615,-16.25639676511573,-14.264766832172457,4.309192313862247,-18.552443016154438,-0.1372431819266722,-14.60114828433001,-12.129204835004872,16.43480007082727,7.121177326597018]","[-6.358632728890147,-16.256417541225677,-14.264757665944323,4.309194191836073,-18.552481354195034,-0.13723160036675264,-14.601178215365206,-12.129218745193189,16.434815887293542,7.1211663446215105]","[1.1489559685884387e-05,2.0776109945330745e-05,9.16622813385004e-06,1.8779738262253431e-06,3.8338040596386236e-05,1.1581559919565665e-05,2.993103519521867e-05,1.3910188316756944e-05,1.5816466273577134e-05,1.098197550764013e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61052,2,8,8,9,8,9.3136227442302513,4.6568113721151256,2.2671616101810343e-05,2.4342424773276664e-06,0.5,true,false,false,true,false,2,"[-6.3586212393304615,-16.25639676511573,-14.264766832172457,4.309192313862247,-18.552443016154438,-0.1372431819266722,-14.60114828433001,-12.129204835004872,16.43480007082727,7.121177326597018]","[-6.3586657505468285,-16.25634554256645,-14.264775713412853,4.309200282422985,-18.552377536670647,-0.13724385249522575,-14.601196252522406,-12.12922015999182,16.4348091286046,7.121163712758246]","[4.451121636694921e-05,5.122254928124903e-05,8.881240395552936e-06,7.96856073836949e-06,6.54794837906536e-05,6.705685535457473e-07,4.7968192395941855e-05,1.5324986948783703e-05,9.057777329957162e-06,1.3613838771853182e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61052,3,8,8,9,8,9.3136227442302513,4.6568113721151256,1.8728476859131149e-05,3.3478985747383699e-06,0.5,true,false,false,true,false,2,"[-6.3586212393304615,-16.25639676511573,-14.264766832172457,4.309192313862247,-18.552443016154438,-0.1372431819266722,-14.60114828433001,-12.129204835004872,16.43480007082727,7.121177326597018]","[-6.3585505992747535,-16.256378261080066,-14.264729872570955,4.30917350504367,-18.552473164178437,-0.13725261112829662,-14.601106521650207,-12.129240909954213,16.43479440082026,7.121164268127169]","[7.064005570800447e-05,1.850403566550085e-05,3.6959601501962425e-05,1.8808818576410147e-05,3.0148023999032603e-05,9.42920162441685e-06,4.1762679803269975e-05,3.607494934065869e-05,5.670007009683786e-06,1.3058469849447363e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61057,1,4,4,9,4,12.223326089200787,6.1116630446003937,0.00012910582268799153,1.0562249730215045e-05,0.5,true,false,false,true,false,3,"[-11.329262531003565,-9.621701854244595,-7.257040106927979,-2.5543488463116386,14.114002922787162,-13.100093121468975,-8.264685439302978,-6.771082870517631,-5.882428013386864,1.8906768335863742]","[-11.329333729610262,-9.621713787884705,-7.257073342478079,-2.5543343894957395,14.113978788158342,-13.10004296593399,-8.264760937824999,-6.7710545598565375,-5.882471474204628,1.8907818047802423]","[7.119860669746458e-05,1.1933640109873522e-05,3.323555009959733e-05,1.4456815899066555e-05,2.4134628819894033e-05,5.0155534983886696e-05,7.549852202082263e-05,2.8310661093655654e-05,4.346081776418487e-05,0.0001049711938680975]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61057,2,4,4,9,4,12.223326089200787,6.1116630446003937,5.0460713849398431e-05,5.1034790307002208e-06,0.5,true,false,false,true,false,3,"[-11.329262531003565,-9.621701854244595,-7.257040106927979,-2.5543488463116386,14.114002922787162,-13.100093121468975,-8.264685439302978,-6.771082870517631,-5.882428013386864,1.8906768335863742]","[-11.329204478875258,-9.621725778621606,-7.257005147280106,-2.554339870361477,14.113963597417683,-13.100076215658891,-8.264610555505666,-6.771093400545055,-5.882414818047879,1.890665698242003]","[5.805212830622963e-05,2.3924377011041997e-05,3.495964787347816e-05,8.975950161804747e-06,3.932536947814924e-05,1.6905810083400752e-05,7.488379731235284e-05,1.0530027424238142e-05,1.3195338985028116e-05,1.113534437124919e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61057,3,4,4,9,4,12.223326089200787,6.1116630446003937,1.6129498407568832e-05,2.9909022367983621e-06,0.5,true,false,false,true,false,3,"[-11.329262531003565,-9.621701854244595,-7.257040106927979,-2.5543488463116386,14.114002922787162,-13.100093121468975,-8.264685439302978,-6.771082870517631,-5.882428013386864,1.8906768335863742]","[-11.329272264023837,-9.621734143666437,-7.257070327081861,-2.5543045406520433,14.113997375036167,-13.100130444785457,-8.264667515386474,-6.771068986333406,-5.882419536752105,1.8906662518389612]","[9.733020272406634e-06,3.2289421842079946e-05,3.0220153881543865e-05,4.430565959534505e-05,5.54775099459448e-06,3.732331648187426e-05,1.792391650390357e-05,1.388418422543225e-05,8.47663475944671e-06,1.0581747412974352e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61062,1,3,3,9,3,3.0794276562953318,1.5397138281476659,6.3539006317725466e-05,2.6664793024776124e-05,0.5,true,false,false,true,false,1,"[-11.768974031896532,-6.179223620933722,-6.231784374605767,7.880093817948695,-6.683552269302821,-5.6092958099659995,-15.488989068132037,4.623495633125948,-3.464526708563975,4.800666161653363]","[-11.769009634111569,-6.179228371366381,-6.231781146581164,7.880148190386469,-6.683624112299846,-5.609337799586253,-15.48906081985806,4.623528097204737,-3.464550041496769,4.80065699508482]","[3.560221503740024e-05,4.750432659683668e-06,3.2280246031746174e-06,5.437243777439704e-05,7.184299702522878e-05,4.198962025370179e-05,7.175172602380542e-05,3.246407878876312e-05,2.3332932794328798e-05,9.166568543328424e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61062,2,3,3,9,3,3.0794276562953318,1.5397138281476659,1.3756657313734877e-05,4.8443697107913543e-06,0.5,true,false,false,true,false,1,"[-11.768974031896532,-6.179223620933722,-6.231784374605767,7.880093817948695,-6.683552269302821,-5.6092958099659995,-15.488989068132037,4.623495633125948,-3.464526708563975,4.800666161653363]","[-11.768953127194308,-6.179235690183393,-6.231788917981488,7.880096253588199,-6.683577017896356,-5.6092948005690015,-15.488996879886137,4.623482292599846,-3.464499942665081,4.800677482671173]","[2.0904702223489835e-05,1.2069249671675664e-05,4.543375720977849e-06,2.4356395043056978e-06,2.474859353540637e-05,1.0093969979863004e-06,7.811754100472967e-06,1.334052610246772e-05,2.6765898893721385e-05,1.1321017809429179e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61062,3,3,3,9,3,3.0794276562953318,1.5397138281476659,4.4955757317666212e-05,1.4598737926433281e-05,0.5,true,false,false,true,false,1,"[-11.768974031896532,-6.179223620933722,-6.231784374605767,7.880093817948695,-6.683552269302821,-5.6092958099659995,-15.488989068132037,4.623495633125948,-3.464526708563975,4.800666161653363]","[-11.768964569432317,-6.179240402572262,-6.2317862190484865,7.880074826821666,-6.683561237465884,-5.609289241738667,-15.488980984942637,4.623497023531159,-3.464525896158104,4.800640197023075]","[9.462464214848865e-06,1.6781638540130928e-05,1.8444427194452828e-06,1.8991127029188704e-05,8.968163063727275e-06,6.5682273326928e-06,8.083189399599178e-06,1.3904052105218057e-06,8.124058710201609e-07,2.5964630288477508e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61075,1,1,1,7,1,5.8347851307193972,2.9173925653596986,1.4165188690018482e-05,2.4277138528102047e-06,0.5,true,false,false,true,false,1,"[-4.114673863777571,6.93738517254817,-4.455407156989903,-2.589147124113245,-1.4819364738240173,-4.814892384982541,-2.9477520074441808,1.102600041828773,-0.39118783386020495,-3.7873277272312733]","[-4.114672175829623,6.937385620782295,-4.45540333044414,-2.589151791281761,-1.4819359226683781,-4.814886349568841,-2.9477407763291765,1.1026137587833384,-0.39118228391058585,-3.7873393236277773]","[1.6879479476372694e-06,4.4823412448380395e-07,3.826545762919409e-06,4.667168516103715e-06,5.511556391279981e-07,6.035413700367087e-06,1.1231115004228798e-05,1.3716954565534678e-05,5.549949619099159e-06,1.1596396503943396e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61075,2,1,1,7,1,5.8347851307193972,2.9173925653596986,8.6331551893970015e-06,1.7270767954753034e-06,0.5,true,false,false,true,false,1,"[-4.114673863777571,6.93738517254817,-4.455407156989903,-2.589147124113245,-1.4819364738240173,-4.814892384982541,-2.9477520074441808,1.102600041828773,-0.39118783386020495,-3.7873277272312733]","[-4.11467960168155,6.937382505678588,-4.455397432976408,-2.589151400371601,-1.4819444398488324,-4.814910015198823,-2.947738963762975,1.1025940755431656,-0.39119687287075255,-3.787322176926147]","[5.7379039786198405e-06,2.6668695820575294e-06,9.724013494860628e-06,4.276258355861984e-06,7.96602481512032e-06,1.7630216281538935e-05,1.3043681205804347e-05,5.966285607339472e-06,9.039010547606807e-06,5.5503051261673875e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61075,3,1,1,7,1,5.8347851307193972,2.9173925653596986,3.2026869250856294e-05,5.4889543545038056e-06,0.5,true,false,false,true,false,1,"[-4.114673863777571,6.93738517254817,-4.455407156989903,-2.589147124113245,-1.4819364738240173,-4.814892384982541,-2.9477520074441808,1.102600041828773,-0.39118783386020495,-3.7873277272312733]","[-4.114672480642787,6.937400737611262,-4.455382362050596,-2.5891337503066523,-1.481940321816335,-4.8148802199305445,-2.947750172974046,1.1025835800226138,-0.39117671429146567,-3.7873388452140064]","[1.3831347844828201e-06,1.556506309174921e-05,2.4794939307071218e-05,1.3373806592831272e-05,3.847992317673743e-06,1.2165051996859688e-05,1.8344701349093384e-06,1.6461806159107084e-05,1.1119568739281771e-05,1.1117982733122034e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61148,1,0,0,6,0,16.414814838016682,8.2074074190083408,3.0667709012277555e-05,2.8349501692234604e-06,0.5,true,false,false,true,false,4,"[28.211592141436842,-11.491710036818736,-2.498406179219427,-14.188578632539928,-20.44354330050946,-13.321642202708412,11.79677730342016,-1.382877219029902,-13.133174823552087,-3.9478832000338415]","[28.21160023469577,-11.491605573194434,-2.4983386611620038,-14.188662378298973,-20.44351353668364,-13.321613420224207,11.796754728970075,-1.382859290561239,-13.133198400300515,-3.9479461650253937]","[8.093258927033276e-06,0.00010446362430194256,6.751805742322148e-05,8.37457590456836e-05,2.9763825821760292e-05,2.8782484205791548e-05,2.257445008524428e-05,1.7928468662997687e-05,2.357674842734525e-05,6.29649915522279e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61148,2,0,0,6,0,16.414814838016682,8.2074074190083408,6.2076220093132406e-05,3.7817191790286902e-06,0.5,true,false,false,true,false,4,"[28.211592141436842,-11.491710036818736,-2.498406179219427,-14.188578632539928,-20.44354330050946,-13.321642202708412,11.79677730342016,-1.382877219029902,-13.133174823552087,-3.9478832000338415]","[28.21162246359262,-11.49172386772285,-2.4983646581995083,-14.188600081561052,-20.44354296542821,-13.321625500898977,11.796809057484477,-1.3828520793233692,-13.133186280198675,-3.9478862164677784]","[3.0322155776474347e-05,1.3830904114442433e-05,4.1521019918722146e-05,2.144902112455327e-05,3.35081249858149e-07,1.6701809435915038e-05,3.175406431665806e-05,2.5139706532728567e-05,1.1456646587859609e-05,3.0164339368532467e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61148,3,0,0,6,0,16.414814838016682,8.2074074190083408,2.18648721777015e-05,1.978193544705544e-06,0.5,true,false,false,true,false,4,"[28.211592141436842,-11.491710036818736,-2.498406179219427,-14.188578632539928,-20.44354330050946,-13.321642202708412,11.79677730342016,-1.382877219029902,-13.133174823552087,-3.9478832000338415]","[28.211576061400052,-11.491704902072673,-2.4984312898055956,-14.188631590831232,-20.443587430693146,-13.321593857650859,11.796783088255548,-1.3828347554784441,-13.133148202437695,-3.947894601349113]","[1.6080036790100394e-05,5.134746063006901e-06,2.5110586168608506e-05,5.295829130425034e-05,4.4130183685098245e-05,4.834505755368923e-05,5.784835387601106e-06,4.246355145776093e-05,2.6621114392000322e-05,1.1401315271442058e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61161,1,6,6,5,6,18.816441243495479,9.4082206217477395,3.1402026221538648e-05,1.8675404469024671e-06,0.5,true,false,false,true,false,4,"[-4.498618599617911,-19.598359702177593,-10.05417128110077,-1.322740213114995,-7.641193355044645,-1.2143738042331795,17.6020674392623,-7.607472828932941,-5.94970902653632,-6.428377857655025]","[-4.498613969699066,-19.59833865974234,-10.054181769234193,-1.3227450428476202,-7.641160884911487,-1.2143905335820133,17.602082111939687,-7.607457498260326,-5.949711077029683,-6.428379647239771]","[4.629918845644454e-06,2.1042435253804115e-05,1.048813342308108e-05,4.829732625166727e-06,3.2470133157325165e-05,1.6729348833788293e-05,1.4672677387750355e-05,1.5330672615831986e-05,2.050493362659722e-06,1.789584746170192e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61161,2,6,6,5,6,18.816441243495479,9.4082206217477395,1.0341532364899209e-05,6.1663992458550457e-07,0.5,true,false,false,true,false,4,"[-4.498618599617911,-19.598359702177593,-10.05417128110077,-1.322740213114995,-7.641193355044645,-1.2143738042331795,17.6020674392623,-7.607472828932941,-5.94970902653632,-6.428377857655025]","[-4.498625455669563,-19.598359323757954,-10.054170131952155,-1.322740596989534,-7.6411951351474885,-1.2143803322011184,17.602071252826725,-7.607484560577525,-5.949704525317347,-6.428373659804422]","[6.856051651737971e-06,3.784196387357497e-07,1.1491486144876717e-06,3.838745390449816e-07,1.7801028437958166e-06,6.527967938874113e-06,3.8135644260250956e-06,1.1731644583790057e-05,4.501218973551602e-06,4.197850602238873e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61161,3,6,6,5,6,18.816441243495479,9.4082206217477395,5.7661220334459529e-05,3.0644062598389601e-06,0.5,true,false,false,true,false,4,"[-4.498618599617911,-19.598359702177593,-10.05417128110077,-1.322740213114995,-7.641193355044645,-1.2143738042331795,17.6020674392623,-7.607472828932941,-5.94970902653632,-6.428377857655025]","[-4.498604773860749,-19.598358816431322,-10.0541475618409,-1.3227355946509647,-7.6412479633191035,-1.2143309906780793,17.602052591597065,-7.60743105016617,-5.949692710364104,-6.428332053070649]","[1.3825757162244656e-05,8.857462709954689e-07,2.3719259869992015e-05,4.618464030325953e-06,5.4608274458800565e-05,4.281355510027396e-05,1.484766523418557e-05,4.1778766771471965e-05,1.6316172215979918e-05,4.580458437519752e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61169,1,5,5,8,5,17.03294149986969,8.5164707499348449,1.4972926503098449e-05,9.0313519990205481e-07,0.5,true,false,false,true,false,4,"[-7.787086226350354,-17.61912301633851,-19.10348118294074,2.523454345899139,-24.380467142452986,22.58218907734931,-12.104183438547853,-6.269790573202752,5.549247577479618,-1.756594236068213]","[-7.787081943145911,-17.619109807048346,-19.10346864209223,2.5234486971539454,-24.38046751762849,22.5821766103451,-12.10418475555309,-6.269786376336024,5.549250083401914,-1.756602895135556]","[4.283204442678823e-06,1.320929016301875e-05,1.254084850899062e-05,5.648745193820304e-06,3.7517550310894876e-07,1.2467004207650234e-05,1.317005237311264e-06,4.1968667279235206e-06,2.505922295448215e-06,8.659067342930982e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61169,2,5,5,8,5,17.03294149986969,8.5164707499348449,2.0595910069864942e-05,4.9945977361954739e-06,0.5,true,false,false,true,false,4,"[-7.787086226350354,-17.61912301633851,-19.10348118294074,2.523454345899139,-24.380467142452986,22.58218907734931,-12.104183438547853,-6.269790573202752,5.549247577479618,-1.756594236068213]","[-7.787037012732439,-17.61899354211685,-19.103473654965242,2.5234046958111946,-24.380430023581912,22.582170166998992,-12.104194163933721,-6.269915766884683,5.549245891919865,-1.7565385566048266]","[4.921361791510037e-05,0.0001294742216586542,7.527975498078376e-06,4.965008794455272e-05,3.711887107371581e-05,1.8910350316758695e-05,1.0725385868326498e-05,0.0001251936819306465,1.6855597531062472e-06,5.5679463386359984e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61169,3,5,5,8,5,17.03294149986969,8.5164707499348449,2.5677642295107717e-05,1.5504204630981248e-06,0.5,true,false,false,true,false,4,"[-7.787086226350354,-17.61912301633851,-19.10348118294074,2.523454345899139,-24.380467142452986,22.58218907734931,-12.104183438547853,-6.269790573202752,5.549247577479618,-1.756594236068213]","[-7.787084050317485,-17.619126021143607,-19.10347353157669,2.52345944847379,-24.380473897561966,22.58220050558915,-12.10418718715368,-6.269823877662563,5.549261826882073,-1.7565901646000657]","[2.176032868561606e-06,3.0048050980724383e-06,7.651364050786924e-06,5.102574650805991e-06,6.755108980627256e-06,1.1428239840682863e-05,3.748605827524898e-06,3.3304459810423737e-05,1.4249402454424853e-05,4.071468147293089e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61175,1,7,7,3,7,18.686632082222953,9.3433160411114766,2.2298396825548572e-05,2.271014769128669e-06,0.5,true,false,false,true,false,4,"[-10.592851644612736,-7.383312996501452,-2.89661711586746,0.2233478681127653,-13.246029081692663,-8.751862468086017,-21.609096765983896,18.909979950335718,-6.226508490500119,-0.9183389509430002]","[-10.592850976024842,-7.3832734525163985,-2.8966304789636004,0.22334999803803313,-13.245999636625848,-8.751873503721514,-21.60908644950783,18.90995978186416,-6.22650831655308,-0.9183178047360724]","[6.685878943812895e-07,3.9543985053569486e-05,1.3363096140306396e-05,2.1299252678241842e-06,2.9445066815014798e-05,1.1035635496980944e-05,1.0316476064531344e-05,2.0168471557724388e-05,1.7394703899498154e-07,2.1146206927835642e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61175,2,7,7,3,7,18.686632082222953,9.3433160411114766,6.5718817843785082e-06,1.2595396318451981e-06,0.5,true,false,false,true,false,4,"[-10.592851644612736,-7.383312996501452,-2.89661711586746,0.2233478681127653,-13.246029081692663,-8.751862468086017,-21.609096765983896,18.909979950335718,-6.226508490500119,-0.9183389509430002]","[-10.592850057118959,-7.383302966398657,-2.89661730329604,0.2233466494998953,-13.2459939331938,-8.751877952504987,-21.609105120051346,18.909974597066803,-6.226499069244099,-0.9183341230669173]","[1.5874937773219244e-06,1.0030102795433038e-05,1.874285797676123e-07,1.2186128700020227e-06,3.514849886343541e-05,1.5484418970146407e-05,8.354067450255798e-06,5.3532689143764856e-06,9.421256019770397e-06,4.827876082913463e-06]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61175,3,7,7,3,7,18.686632082222953,9.3433160411114766,5.1836798709181675e-05,2.7740043514045144e-06,0.5,true,false,false,true,false,4,"[-10.592851644612736,-7.383312996501452,-2.89661711586746,0.2233478681127653,-13.246029081692663,-8.751862468086017,-21.609096765983896,18.909979950335718,-6.226508490500119,-0.9183389509430002]","[-10.592851767798418,-7.38330714845702,-2.8966164972002444,0.2233148531002444,-13.246008977219525,-8.751847602658785,-21.609065030241503,18.909998772121906,-6.226506692703588,-0.9183633109893754]","[1.231856820993471e-07,5.848044431822075e-06,6.186672156793804e-07,3.3015012520898335e-05,2.010447313871566e-05,1.4865427232280126e-05,3.1735742393124156e-05,1.882178618828334e-05,1.7977965303117571e-06,2.436004637518252e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61197,1,0,0,6,0,9.7161997175550994,4.8580998587775497,2.1635246349127613e-05,2.8467095594907423e-06,0.5,true,false,false,true,false,2,"[17.526015301091807,-7.329259384491456,-4.3769903166420985,-2.6939025193902064,-6.675672018952946,-4.0468512752647205,7.809815583536708,-8.499083448809163,-10.00340546704644,-8.611440171888733]","[17.52600877884681,-7.3292347624854335,-4.3769829747669835,-2.69395355737856,-6.675648960964422,-4.046856802170738,7.809830696538059,-8.49907476483866,-10.00342426949144,-8.611451016873332]","[6.522244998308224e-06,2.4622006022489984e-05,7.341875114974528e-06,5.103798835337514e-05,2.3057988524755046e-05,5.526906017294664e-06,1.5113001350819388e-05,8.683970502687544e-06,1.8802445000076773e-05,1.0844984599245322e-05]"
mlp_100,mnist_mlp_square_784_100_10_v1,locked_audit,synth_analysis_minimum_rescale_N13_Q5_S29_cd07c4b74140,mnist_61197,2,0,0,6,0,9.7161997175550994,4.8580998587775497,7.1069290338066082e-05,7.3145151812450957e-06,0.5,true,false,false,true,false,2,"[17.526015301091807,-7.329259384491456,-4.3769903166420985,-2.6939025193902064,-6.675672018952946,-4.0468512752647205,7.809815583536708,-8.499083448809163,-10.00340546704644,-8.611440171888733]","[17.52606829123298,-7.329271688274569,-4.377028267969358,-2.693867699036709,-6.675722271465012,-4.046841221728586,7.809833662685872,-8.499066932866064,-10.003418568363147,-8.611452629710024]","[5.2990141174547034e-05,1.2303783113232214e-05,3.795132725947781e-05,3.48203534974445e-05,5.0252512065362964e-05,1.0053536134257968e-05,1.8079149163519048e-05,1.651594309848292e-05,1.3101316707064825e-05,1.2457821291889104e-05]"
